cd_cid ;cid - descricao;cd_subgrupo;subgrupo_descricao;cid_grupo;cid_capitulo
S01.4; Ferimento da Bochecha e Região Têmporo mandibular;S01; Ferimento da Cabeça ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S01.5; Ferimento do Lábio e da Cavidade Oral ;S01; Ferimento da Cabeça ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S01.7; Ferimentos Múltiplos da Cabeça ;S01; Ferimento da Cabeça ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S01.8; Ferimento na Cabeça, de Outras Localizações ;S01; Ferimento da Cabeça ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S01.9; Ferimento na Cabeça, Parte Não Especificada ;S01; Ferimento da Cabeça ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S02.0; Fratura da Abóbada do Crânio ;S02; Fratura do Crânio e Dos Ossos da Face ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S02.1; Fratura da Base do Crânio ;S02; Fratura do Crânio e Dos Ossos da Face ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S02.2; Fratura Dos Ossos Nasais ;S02; Fratura do Crânio e Dos Ossos da Face ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S02.3; Fratura do Assoalho Orbital ;S02; Fratura do Crânio e Dos Ossos da Face ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S02.4; Fratura Dos Ossos Malares e Maxilares ;S02; Fratura do Crânio e Dos Ossos da Face ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S02.5; Fratura de Dentes ;S02; Fratura do Crânio e Dos Ossos da Face ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S02.6; Fratura de Mandíbula ;S02; Fratura do Crânio e Dos Ossos da Face ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S02.7; Fraturas Múltiplas Envolvendo os Ossos do Crânio e da Face ;S02; Fratura do Crânio e Dos Ossos da Face ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S02.8; Outras Fraturas do Crânio e Dos Ossos da Face ;S02; Fratura do Crânio e Dos Ossos da Face ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S02.9; Fratura do Crânio ou Dos Ossos da Face, Parte Não Especificada ;S02; Fratura do Crânio e Dos Ossos da Face ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S03.0; Luxação do Maxilar ;S03; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos da Cabeça ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S03.1; Luxação da Cartilagem do Septo Nasal ;S03; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos da Cabeça ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S03.2; Luxação Dentária ;S03; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos da Cabeça ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S03.3; Luxação de Outras Partes da Cabeça e Das Não Especificadas ;S03; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos da Cabeça ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S03.4; Entorse e Distensão do Maxilar ;S03; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos da Cabeça ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S03.5; Entorse e Distensão da Articulações e Dos Ligamentos de Outras Localizações e de Localizações Não Especificadas da Cabeça ;S03; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos da Cabeça ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S04.0; Traumatismo do Nervo e Das Vias Ópticas ;S04; Traumatismo Dos Nervos Cranianos ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S04.1; Traumatismo do Nervo Oculomotor ;S04; Traumatismo Dos Nervos Cranianos ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S04.2; Traumatismo do Nervo Troclear ;S04; Traumatismo Dos Nervos Cranianos ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S04.3; Traumatismo do Nervo Trigêmeo ;S04; Traumatismo Dos Nervos Cranianos ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S04.4; Traumatismo do Nervo Abducente ;S04; Traumatismo Dos Nervos Cranianos ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S04.5; Traumatismo do Nervo Facial ;S04; Traumatismo Dos Nervos Cranianos ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S04.6; Traumatismo do Nervo Acústico ;S04; Traumatismo Dos Nervos Cranianos ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S04.7; Traumatismo do Nervo Acessório ;S04; Traumatismo Dos Nervos Cranianos ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S04.8; Traumatismo de Outros Nervos Cranianos ;S04; Traumatismo Dos Nervos Cranianos ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S04.9; Traumatismo de Nervo Craniano Não Especificado ;S04; Traumatismo Dos Nervos Cranianos ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S05.0; Traumatismo da Conjuntiva e Abrasão da Córnea Sem Menção de Corpo Estranho ;S05; Traumatismo do Olho e da Órbita Ocular ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S05.1; Contusão do Globo Ocular e Dos Tecidos da Órbita ;S05; Traumatismo do Olho e da Órbita Ocular ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S05.2; Laceração e Ruptura Ocular Com Prolapso ou Perda de Tecido Intra ocular;S05; Traumatismo do Olho e da Órbita Ocular ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S05.3; Laceração Ocular Sem Prolapso ou Perda de Tecido Intra ocular;S05; Traumatismo do Olho e da Órbita Ocular ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S05.4; Ferimento Penetrante da Órbita Com ou Sem Corpo Estranho ;S05; Traumatismo do Olho e da Órbita Ocular ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S05.5; Ferimento Penetrante do Globo Ocular Com Corpo Estranho ;S05; Traumatismo do Olho e da Órbita Ocular ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S05.6; Ferimento Penetrante do Globo Ocular Sem Corpo Estranho ;S05; Traumatismo do Olho e da Órbita Ocular ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S05.7; Avulsão do Olho ;S05; Traumatismo do Olho e da Órbita Ocular ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S05.8; Outros Traumatismos do Olho e da Órbita ;S05; Traumatismo do Olho e da Órbita Ocular ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S05.9; Traumatismo do Olho e da Órbita, Não Especificado ;S05; Traumatismo do Olho e da Órbita Ocular ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S06.0; Concussão Cerebral ;S06; Traumatismo Intracraniano ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S06.1; Edema Cerebral Traumático ;S06; Traumatismo Intracraniano ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S06.2; Traumatismo Cerebral Difuso ;S06; Traumatismo Intracraniano ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S06.3; Traumatismo Cerebral Focal ;S06; Traumatismo Intracraniano ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S06.4; Hemorragia Epidural ;S06; Traumatismo Intracraniano ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S06.5; Hemorragia Subdural Devida a Traumatismo ;S06; Traumatismo Intracraniano ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S06.6; Hemorragia Subaracnóide Devida a Traumatismo ;S06; Traumatismo Intracraniano ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S06.7; Traumatismo Intracraniano Com Coma Prolongado ;S06; Traumatismo Intracraniano ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S06.8; Outros Traumatismos Intracranianos ;S06; Traumatismo Intracraniano ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S06.9; Traumatismo Intracraniano, Não Especificado ;S06; Traumatismo Intracraniano ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S07.0; Lesão Por Esmagamento da Face ;S07; Lesões Por Esmagamento da Cabeça ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S07.1; Lesão Por Esmagamento do Crânio ;S07; Lesões Por Esmagamento da Cabeça ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S07.8; Lesão Por Esmagamento de Outras Partes da Cabeça ;S07; Lesões Por Esmagamento da Cabeça ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S07.9; Lesão Por Esmagamento da Cabeça, Parte Não Especificada ;S07; Lesões Por Esmagamento da Cabeça ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S08.0; Avulsão do Couro Cabeludo ;S08; Amputação Traumática de Parte da Cabeça ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S08.1; Amputação Traumática da Orelha ;S08; Amputação Traumática de Parte da Cabeça ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S08.8; Amputação Traumática de Outras Partes da Cabeça ;S08; Amputação Traumática de Parte da Cabeça ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S08.9; Amputação Traumática de Parte Não Especificada da Cabeça ;S08; Amputação Traumática de Parte da Cabeça ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S09.0; Traumatismo Dos Vasos Sangüíneos da Cabeça Não Classificados em Outra Parte ;S09; Outros Traumatismos da Cabeça e os Não Especificados ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S09.1; Traumatismo Dos Músculos e Dos Tendões da Cabeça ;S09; Outros Traumatismos da Cabeça e os Não Especificados ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S09.2; Ruptura Traumática do Tímpano ;S09; Outros Traumatismos da Cabeça e os Não Especificados ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S09.7; Traumatismos Múltiplos da Cabeça ;S09; Outros Traumatismos da Cabeça e os Não Especificados ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S09.8; Outros Traumatismos Especificados da Cabeça ;S09; Outros Traumatismos da Cabeça e os Não Especificados ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S09.9; Traumatismo Não Especificado da Cabeça ;S09; Outros Traumatismos da Cabeça e os Não Especificados ;Traumatismos da cabeça;XIX. Lesões enven e alg out conseq causas externas
S10.0; Contusão da Garganta ;S10; Traumatismo Superficial do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S10.1; Outros Traumatismos Superficiais da Garganta e os Não Especificados ;S10; Traumatismo Superficial do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S10.7; Traumatismos Superficiais Múltiplos do Pescoço ;S10; Traumatismo Superficial do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S10.8; Traumatismo Superficial de Outras Localizações do Pescoço ;S10; Traumatismo Superficial do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S10.9; Traumatismo Superficial do Pescoço, Parte Não Especificada ;S10; Traumatismo Superficial do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S11.0; Ferimento Envolvendo a Laringe e a Traquéia ;S11; Ferimento do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S11.1; Ferimento da Glândula Tireóide ;S11; Ferimento do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S11.2; Ferimento Envolvendo a Faringe e o Esôfago Cervical ;S11; Ferimento do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S11.7; Ferimentos Múltiplos do Pescoço ;S11; Ferimento do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S11.8; Ferimentos de Outras Partes do Pescoço ;S11; Ferimento do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S11.9; Ferimentos do Pescoço, Parte Não Especificada ;S11; Ferimento do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S12.0; Fratura da Primeira Vértebra Cervical ;S12; Fratura do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S12.1; Fratura da Segunda Vértebra Cervical ;S12; Fratura do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S12.2; Fratura de Outras Vértebras Cervicais Especificadas ;S12; Fratura do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S12.7; Fraturas Múltiplas da Coluna Cervical ;S12; Fratura do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S12.8; Fratura de Outras Partes do Pescoço ;S12; Fratura do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S12.9; Fratura do Pescoço, Parte Não Especificada ;S12; Fratura do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S13.0; Ruptura Traumática de Disco Intervertebral Cervical ;S13; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S13.1; Luxação de Vértebra Cervical ;S13; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S13.2; Luxação de Outras Partes do Pescoço e Das Não Especificadas ;S13; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S13.3; Luxações Múltiplas do Pescoço ;S13; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S13.4; Distensão e Entorse da Coluna Cervical ;S13; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S13.5; Distensão e Entorse da Região Tireoidiana ;S13; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S13.6; Distensão e Entorse de Articulações e de Ligamentos de Outras Localizações e Das Não Especificadas do Pescoço ;S13; Luxação, Entorse ou Distensão Das Articulações e Dos Ligamentos do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S14.0; Concussão e Edema da Medula Cervical ;S14; Traumatismo de Nervos e da Medula Espinhal ao Nível Cervical ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S14.1; Outros Traumatismos e os Não Especificados da Medula Cervical ;S14; Traumatismo de Nervos e da Medula Espinhal ao Nível Cervical ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S14.2; Traumatismo da Raiz Nervosa da Coluna Cervical ;S14; Traumatismo de Nervos e da Medula Espinhal ao Nível Cervical ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S14.3; Traumatismo do Plexo Braquial ;S14; Traumatismo de Nervos e da Medula Espinhal ao Nível Cervical ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S14.4; Traumatismo Dos Nervos Periféricos do Pescoço ;S14; Traumatismo de Nervos e da Medula Espinhal ao Nível Cervical ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S14.5; Traumatismo Dos Nervos Simpáticos do Pescoço ;S14; Traumatismo de Nervos e da Medula Espinhal ao Nível Cervical ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S14.6; Traumatismo de Outros Nervos e Dos Não Especificados do Pescoço ;S14; Traumatismo de Nervos e da Medula Espinhal ao Nível Cervical ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S15.0; Traumatismo da Artéria Carótida ;S15; Traumatismo Dos Vasos Sangüíneos ao Nível do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S15.1; Traumatismo da Artéria Vertebral ;S15; Traumatismo Dos Vasos Sangüíneos ao Nível do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S15.2; Traumatismo da Veia Jugular Externa ;S15; Traumatismo Dos Vasos Sangüíneos ao Nível do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S15.3; Traumatismo da Veia Jugular Interna ;S15; Traumatismo Dos Vasos Sangüíneos ao Nível do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S15.7; Traumatismo de Múltiplos Vasos Sangüíneos ao Nível do Pescoço ;S15; Traumatismo Dos Vasos Sangüíneos ao Nível do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S15.8; Traumatismo de Outros Vasos Sangüíneos ao Nível do Pescoço ;S15; Traumatismo Dos Vasos Sangüíneos ao Nível do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S15.9; Traumatismo de Vasos Sangüíneos Não Especificados ao Nível do Pescoço ;S15; Traumatismo Dos Vasos Sangüíneos ao Nível do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S17.0; Lesão Por Esmagamento da Laringe e da Traquéia ;S17; Lesões Por Esmagamento do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S17.8; Lesão Por Esmagamento de Outras Partes do Pescoço ;S17; Lesões Por Esmagamento do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S17.9; Lesão Por Esmagamento do Pescoço, Parte Não Especificada ;S17; Lesões Por Esmagamento do Pescoço ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S19.7; Traumatismos Múltiplos do Pescoço ;S19; Outros Traumatismos do Pescoço e os Não Especificados ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S19.8; Outros Traumatismos Especificados do Pescoço ;S19; Outros Traumatismos do Pescoço e os Não Especificados ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S19.9; Traumatismo Não Especificado do Pescoço ;S19; Outros Traumatismos do Pescoço e os Não Especificados ;Traumatismos do pescoço;XIX. Lesões enven e alg out conseq causas externas
S20.0; Contusão da Mama ;S20; Traumatismo Superficial do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S20.1; Outros Traumatismos Superficiais da Mama e os Não Especificados ;S20; Traumatismo Superficial do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S20.2; Contusão do Tórax ;S20; Traumatismo Superficial do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S20.3; Outros Traumatismos Superficiais da Parede Anterior do Tórax ;S20; Traumatismo Superficial do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S20.4; Outros Traumatismos Superficiais da Parede Posterior do Tórax ;S20; Traumatismo Superficial do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S20.7; Traumatismos Superficiais Múltiplos do Tórax ;S20; Traumatismo Superficial do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S20.8; Traumatismo Superficial de Outras Partes Especificadas do Tórax e Das Não Especificadas ;S20; Traumatismo Superficial do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S21.0; Ferimento da Mama ;S21; Ferimento do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S21.1; Ferimento da Parede Anterior do Tórax ;S21; Ferimento do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S21.2; Ferimento da Parede Posterior do Tórax ;S21; Ferimento do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S21.7; Ferimentos Múltiplos da Parede Torácica ;S21; Ferimento do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S21.8; Ferimento de Outras Partes do Tórax ;S21; Ferimento do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S21.9; Ferimento do Tórax Parte Não Especificada ;S21; Ferimento do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S22.0; Fratura de Vértebra Torácica ;S22; Fratura de Costela(s), Esterno e Coluna Torácica ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S22.1; Fraturas Múltiplas da Coluna Torácica ;S22; Fratura de Costela(s), Esterno e Coluna Torácica ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S22.2; Fratura do Esterno ;S22; Fratura de Costela(s), Esterno e Coluna Torácica ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S22.3; Fratura de Costela ;S22; Fratura de Costela(s), Esterno e Coluna Torácica ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S22.4; Fraturas Múltiplas de Costelas ;S22; Fratura de Costela(s), Esterno e Coluna Torácica ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S22.5; Tórax Fundido (oscilante) ;S22; Fratura de Costela(s), Esterno e Coluna Torácica ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S22.8; Fraturas de Outras Partes Dos Ossos do Tórax ;S22; Fratura de Costela(s), Esterno e Coluna Torácica ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S22.9; Fratura Dos Ossos do Tórax, Parte Não Especificada ;S22; Fratura de Costela(s), Esterno e Coluna Torácica ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S23.0; Ruptura Traumática de Disco Intervertebral Torácico ;S23; Luxação, Entorse e Distensão de Articulações e Dos Ligamentos do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S23.1; Luxação de Vértebra Torácica ;S23; Luxação, Entorse e Distensão de Articulações e Dos Ligamentos do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S23.2; Luxação de Outras Partes do Tórax e Das Não Especificadas ;S23; Luxação, Entorse e Distensão de Articulações e Dos Ligamentos do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S23.3; Entorse e Distensão da Coluna Torácica ;S23; Luxação, Entorse e Distensão de Articulações e Dos Ligamentos do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S23.4; Entorse e Distensão Das Costelas e do Esterno ;S23; Luxação, Entorse e Distensão de Articulações e Dos Ligamentos do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S23.5; Entorse e Distensão de Outras Partes do Tórax e de Partes Não Especificadas ;S23; Luxação, Entorse e Distensão de Articulações e Dos Ligamentos do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S24.0; Concussão e Edema da Medula Espinhal Torácica ;S24; Traumatismos de Nervos e da Medula Espinhal ao Nível do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S24.1; Outros Traumatismos da Medula Espinhal Torácica e os Não Especificados ;S24; Traumatismos de Nervos e da Medula Espinhal ao Nível do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S24.2; Traumatismo da Raiz de Nervo da Coluna Torácica ;S24; Traumatismos de Nervos e da Medula Espinhal ao Nível do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S24.3; Traumatismo de Nervos Periféricos do Tórax ;S24; Traumatismos de Nervos e da Medula Espinhal ao Nível do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S24.4; Traumatismo de Nervos Simpáticos do Tórax ;S24; Traumatismos de Nervos e da Medula Espinhal ao Nível do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S24.5; Traumatismo de Outros Nervos do Tórax ;S24; Traumatismos de Nervos e da Medula Espinhal ao Nível do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S24.6; Traumatismo de Nervo do Tórax Não Especificado ;S24; Traumatismos de Nervos e da Medula Espinhal ao Nível do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S25.0; Traumatismo da Aorta Torácica ;S25; Traumatismo de Vasos Sangüíneos do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S25.1; Traumatismo da Artéria Subclávia ou Inominada (braquiocefálica) ;S25; Traumatismo de Vasos Sangüíneos do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S25.2; Traumatismo da Veia Cava Superior ;S25; Traumatismo de Vasos Sangüíneos do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S25.3; Traumatismo da Veia Subclávia ou Inominada (braquiocefálica) ;S25; Traumatismo de Vasos Sangüíneos do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S25.4; Traumatismo de Vasos Sangüíneos Pulmonares ;S25; Traumatismo de Vasos Sangüíneos do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S25.5; Traumatismo de Vasos Sangüíneos Intercostais ;S25; Traumatismo de Vasos Sangüíneos do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S25.7; Traumatismo de Múltiplos Vasos Sangüíneos do Tórax ;S25; Traumatismo de Vasos Sangüíneos do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S25.8; Traumatismo de Outros Vasos Sangüíneos do Tórax ;S25; Traumatismo de Vasos Sangüíneos do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S25.9; Traumatismo de Vaso Sangüíneo Não Especificado do Tórax ;S25; Traumatismo de Vasos Sangüíneos do Tórax ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S26.0; Traumatismo do Coração Com Hemopericárdio ;S26; Traumatismo do Coração ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S26.8; Outros Traumatismos do Coração ;S26; Traumatismo do Coração ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S26.9; Traumatismo do Coração Não Especificado ;S26; Traumatismo do Coração ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S27.0; Pneumotórax Traumático ;S27; Traumatismo de Outros Órgãos Intratorácicos e Dos Não Especificados ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S27.1; Hemotórax Traumático ;S27; Traumatismo de Outros Órgãos Intratorácicos e Dos Não Especificados ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
S27.2; Hemopneumotórax Traumático ;S27; Traumatismo de Outros Órgãos Intratorácicos e Dos Não Especificados ;Traumatismos do tórax;XIX. Lesões enven e alg out conseq causas externas
